VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
980.54,COP,27/09/1995,27/09/1995
981.09,COP,28/09/1995,28/09/1995
972.80,COP,29/09/1995,29/09/1995
966.78,COP,30/09/1995,02/10/1995
971.22,COP,03/10/1995,03/10/1995
976.76,COP,04/10/1995,04/10/1995
972.75,COP,05/10/1995,05/10/1995
972.93,COP,06/10/1995,06/10/1995
979.16,COP,07/10/1995,09/10/1995
982.84,COP,10/10/1995,10/10/1995
981.45,COP,11/10/1995,11/10/1995
981.26,COP,12/10/1995,12/10/1995
984.88,COP,13/10/1995,13/10/1995
987.00,COP,14/10/1995,16/10/1995
987.00,COP,17/10/1995,17/10/1995
990.52,COP,18/10/1995,18/10/1995
991.22,COP,19/10/1995,19/10/1995
991.52,COP,20/10/1995,20/10/1995
988.96,COP,21/10/1995,23/10/1995
991.98,COP,24/10/1995,24/10/1995
993.68,COP,25/10/1995,25/10/1995
994.77,COP,26/10/1995,26/10/1995
995.01,COP,27/10/1995,27/10/1995
994.99,COP,28/10/1995,30/10/1995
994.50,COP,31/10/1995,31/10/1995
996.76,COP,01/11/1995,01/11/1995
996.96,COP,02/11/1995,02/11/1995
998.18,COP,03/11/1995,03/11/1995
998.49,COP,04/11/1995,06/11/1995
998.49,COP,07/11/1995,07/11/1995
999.51,COP,08/11/1995,08/11/1995
999.73,COP,09/11/1995,09/11/1995
1000.13,COP,10/11/1995,10/11/1995
999.77,COP,11/11/1995,13/11/1995
999.77,COP,14/11/1995,14/11/1995
1001.14,COP,15/11/1995,15/11/1995
1001.62,COP,16/11/1995,16/11/1995
1002.25,COP,17/11/1995,17/11/1995
1002.63,COP,18/11/1995,20/11/1995
1003.44,COP,21/11/1995,21/11/1995
1003.47,COP,22/11/1995,22/11/1995
1002.49,COP,23/11/1995,23/11/1995
1001.23,COP,24/11/1995,24/11/1995
1000.69,COP,25/11/1995,27/11/1995
1003.24,COP,28/11/1995,28/11/1995
1001.73,COP,29/11/1995,29/11/1995
998.16,COP,30/11/1995,30/11/1995
998.15,COP,01/12/1995,01/12/1995
997.87,COP,02/12/1995,04/12/1995
995.93,COP,05/12/1995,05/12/1995
990.16,COP,06/12/1995,06/12/1995
983.29,COP,07/12/1995,07/12/1995
974.04,COP,08/12/1995,11/12/1995
979.87,COP,12/12/1995,12/12/1995
986.17,COP,13/12/1995,13/12/1995
994.57,COP,14/12/1995,14/12/1995
992.88,COP,15/12/1995,15/12/1995
988.94,COP,16/12/1995,18/12/1995
986.71,COP,19/12/1995,19/12/1995
987.22,COP,20/12/1995,20/12/1995
985.39,COP,21/12/1995,21/12/1995
984.06,COP,22/12/1995,22/12/1995
984.96,COP,23/12/1995,26/12/1995
990.10,COP,27/12/1995,27/12/1995
986.96,COP,28/12/1995,28/12/1995
987.65,COP,29/12/1995,29/12/1995
987.65,COP,30/12/1995,02/01/1996
994.31,COP,03/01/1996,03/01/1996
994.50,COP,04/01/1996,04/01/1996
998.68,COP,05/01/1996,05/01/1996
997.06,COP,06/01/1996,08/01/1996
997.06,COP,09/01/1996,09/01/1996
1003.44,COP,10/01/1996,10/01/1996
1003.86,COP,11/01/1996,11/01/1996
1002.59,COP,12/01/1996,12/01/1996
1005.63,COP,13/01/1996,15/01/1996
1011.59,COP,16/01/1996,16/01/1996
1011.72,COP,17/01/1996,17/01/1996
1010.34,COP,18/01/1996,18/01/1996
1015.10,COP,19/01/1996,19/01/1996
1018.99,COP,20/01/1996,22/01/1996
1019.17,COP,23/01/1996,23/01/1996
1024.89,COP,24/01/1996,24/01/1996
1026.08,COP,25/01/1996,25/01/1996
1026.78,COP,26/01/1996,26/01/1996
1026.89,COP,27/01/1996,29/01/1996
1027.61,COP,30/01/1996,30/01/1996
1028.14,COP,31/01/1996,31/01/1996
1026.30,COP,01/02/1996,01/02/1996
1024.89,COP,02/02/1996,02/02/1996
1021.29,COP,03/02/1996,05/02/1996
1022.93,COP,06/02/1996,06/02/1996
1021.30,COP,07/02/1996,07/02/1996
1022.28,COP,08/02/1996,08/02/1996
1024.17,COP,09/02/1996,09/02/1996
1023.07,COP,10/02/1996,12/02/1996
1027.54,COP,13/02/1996,13/02/1996
1028.58,COP,14/02/1996,14/02/1996
1027.57,COP,15/02/1996,15/02/1996
1030.67,COP,16/02/1996,16/02/1996
1029.50,COP,17/02/1996,19/02/1996
1033.41,COP,20/02/1996,20/02/1996
1034.34,COP,21/02/1996,21/02/1996
1035.43,COP,22/02/1996,22/02/1996
1035.04,COP,23/02/1996,23/02/1996
1036.71,COP,24/02/1996,26/02/1996
1038.49,COP,27/02/1996,27/02/1996
1039.06,COP,28/02/1996,28/02/1996
1039.81,COP,29/02/1996,29/02/1996
1039.90,COP,01/03/1996,01/03/1996
1040.70,COP,02/03/1996,04/03/1996
1041.28,COP,05/03/1996,05/03/1996
1041.83,COP,06/03/1996,06/03/1996
1042.03,COP,07/03/1996,07/03/1996
1992.36,COP,23/09/1999,23/09/1999
1994.86,COP,24/09/1999,24/09/1999
1995.64,COP,25/09/1999,27/09/1999
2013.24,COP,28/09/1999,28/09/1999
2003.82,COP,29/09/1999,29/09/1999
2017.27,COP,30/09/1999,30/09/1999
2015.15,COP,01/10/1999,01/10/1999
2004.22,COP,02/10/1999,04/10/1999
1992.65,COP,05/10/1999,05/10/1999
2000.48,COP,06/10/1999,06/10/1999
1995.71,COP,07/10/1999,07/10/1999
1993.18,COP,08/10/1999,08/10/1999
1992.74,COP,09/10/1999,11/10/1999
1992.03,COP,12/10/1999,12/10/1999
1988.70,COP,13/10/1999,13/10/1999
1981.14,COP,14/10/1999,14/10/1999
1975.80,COP,15/10/1999,15/10/1999
1977.04,COP,16/10/1999,19/10/1999
1965.92,COP,20/10/1999,20/10/1999
1957.53,COP,21/10/1999,21/10/1999
1946.00,COP,22/10/1999,22/10/1999
1946.24,COP,23/10/1999,25/10/1999
1949.33,COP,26/10/1999,26/10/1999
1966.07,COP,27/10/1999,27/10/1999
1968.90,COP,28/10/1999,28/10/1999
1965.44,COP,29/10/1999,29/10/1999
1971.59,COP,30/10/1999,02/11/1999
1966.50,COP,03/11/1999,03/11/1999
1960.70,COP,04/11/1999,04/11/1999
1962.16,COP,05/11/1999,05/11/1999
1959.46,COP,06/11/1999,08/11/1999
1954.56,COP,09/11/1999,09/11/1999
1948.05,COP,10/11/1999,10/11/1999
1951.11,COP,11/11/1999,11/11/1999
1958.41,COP,12/11/1999,12/11/1999
1961.80,COP,13/11/1999,16/11/1999
1961.70,COP,17/11/1999,17/11/1999
1946.27,COP,18/11/1999,18/11/1999
1927.47,COP,19/11/1999,19/11/1999
1925.11,COP,20/11/1999,22/11/1999
1935.48,COP,23/11/1999,23/11/1999
1925.00,COP,24/11/1999,24/11/1999
1912.86,COP,25/11/1999,25/11/1999
1918.85,COP,26/11/1999,26/11/1999
1921.93,COP,27/11/1999,29/11/1999
1923.77,COP,30/11/1999,30/11/1999
1922.47,COP,01/12/1999,01/12/1999
1918.63,COP,02/12/1999,02/12/1999
1911.35,COP,03/12/1999,03/12/1999
1903.80,COP,04/12/1999,06/12/1999
1886.46,COP,07/12/1999,07/12/1999
1888.99,COP,08/12/1999,09/12/1999
1906.91,COP,10/12/1999,10/12/1999
1900.22,COP,11/12/1999,13/12/1999
1905.50,COP,14/12/1999,14/12/1999
1891.67,COP,15/12/1999,15/12/1999
1874.14,COP,16/12/1999,16/12/1999
1879.55,COP,17/12/1999,17/12/1999
1867.02,COP,18/12/1999,20/12/1999
1868.47,COP,21/12/1999,21/12/1999
1884.64,COP,22/12/1999,22/12/1999
1886.27,COP,23/12/1999,23/12/1999
1874.77,COP,24/12/1999,24/12/1999
1874.58,COP,25/12/1999,27/12/1999
1870.65,COP,28/12/1999,28/12/1999
1867.82,COP,29/12/1999,29/12/1999
1873.77,COP,30/12/1999,03/01/2000
1874.35,COP,04/01/2000,04/01/2000
1895.97,COP,05/01/2000,05/01/2000
1912.69,COP,06/01/2000,06/01/2000
1911.33,COP,07/01/2000,07/01/2000
1900.14,COP,08/01/2000,11/01/2000
1902.25,COP,12/01/2000,12/01/2000
1904.54,COP,13/01/2000,13/01/2000
1917.38,COP,14/01/2000,14/01/2000
2267.33,COP,02/02/2002,04/02/2002
2266.61,COP,05/02/2002,05/02/2002
2259.81,COP,06/02/2002,06/02/2002
2254.98,COP,07/02/2002,07/02/2002
2260.17,COP,08/02/2002,08/02/2002
2272.76,COP,09/02/2002,11/02/2002
2283.14,COP,12/02/2002,12/02/2002
2290.19,COP,13/02/2002,13/02/2002
2309.27,COP,14/02/2002,14/02/2002
2312.03,COP,15/02/2002,15/02/2002
2288.54,COP,16/02/2002,18/02/2002
2288.98,COP,19/02/2002,19/02/2002
2280.98,COP,20/02/2002,20/02/2002
2282.94,COP,21/02/2002,21/02/2002
2309.45,COP,22/02/2002,22/02/2002
2307.75,COP,23/02/2002,25/02/2002
2310.21,COP,26/02/2002,26/02/2002
2313.13,COP,27/02/2002,27/02/2002
2309.82,COP,28/02/2002,28/02/2002
2306.45,COP,01/03/2002,01/03/2002
2306.33,COP,02/03/2002,04/03/2002
2299.15,COP,05/03/2002,05/03/2002
2293.60,COP,06/03/2002,06/03/2002
2290.00,COP,07/03/2002,07/03/2002
2289.83,COP,08/03/2002,08/03/2002
2283.83,COP,09/03/2002,11/03/2002
2269.88,COP,12/03/2002,12/03/2002
2269.17,COP,13/03/2002,13/03/2002
2270.66,COP,14/03/2002,14/03/2002
2272.27,COP,15/03/2002,15/03/2002
2278.56,COP,16/03/2002,18/03/2002
2282.25,COP,19/03/2002,19/03/2002
2274.53,COP,20/03/2002,20/03/2002
2279.60,COP,21/03/2002,21/03/2002
2280.00,COP,22/03/2002,22/03/2002
2274.47,COP,23/03/2002,26/03/2002
2261.23,COP,28/03/2002,01/04/2002
1775.69,COP,03/03/2012,05/03/2012
1774.03,COP,06/03/2012,06/03/2012
1779.32,COP,07/03/2012,07/03/2012
1773.88,COP,08/03/2012,08/03/2012
1765.06,COP,09/03/2012,09/03/2012
1762.08,COP,10/03/2012,12/03/2012
1766.10,COP,13/03/2012,13/03/2012
1760.77,COP,14/03/2012,14/03/2012
1761.04,COP,15/03/2012,15/03/2012
1761.02,COP,16/03/2012,16/03/2012
1758.38,COP,17/03/2012,20/03/2012
1759.78,COP,21/03/2012,21/03/2012
1758.03,COP,22/03/2012,22/03/2012
1761.87,COP,23/03/2012,23/03/2012
1760.17,COP,24/03/2012,26/03/2012
1759.58,COP,27/03/2012,27/03/2012
1762.93,COP,28/03/2012,28/03/2012
1771.25,COP,29/03/2012,29/03/2012
1784.66,COP,30/03/2012,30/03/2012
1792.07,COP,31/03/2012,02/04/2012
1779.13,COP,03/04/2012,03/04/2012
1767.84,COP,04/04/2012,04/04/2012
1772.58,COP,05/04/2012,09/04/2012
1779.53,COP,10/04/2012,10/04/2012
1793.30,COP,11/04/2012,11/04/2012
1787.66,COP,12/04/2012,12/04/2012
1778.78,COP,13/04/2012,13/04/2012
1777.12,COP,14/04/2012,16/04/2012
1775.67,COP,17/04/2012,17/04/2012
1769.07,COP,18/04/2012,18/04/2012
1774.21,COP,19/04/2012,19/04/2012
1776.06,COP,20/04/2012,20/04/2012
1771.13,COP,21/04/2012,23/04/2012
1774.44,COP,24/04/2012,24/04/2012
1767.91,COP,25/04/2012,25/04/2012
1763.85,COP,26/04/2012,26/04/2012
1764.63,COP,27/04/2012,27/04/2012
1761.20,COP,28/04/2012,30/04/2012
1764.00,COP,01/05/2012,02/05/2012
1760.12,COP,03/05/2012,03/05/2012
1754.89,COP,04/05/2012,04/05/2012
1757.24,COP,05/05/2012,07/05/2012
1759.12,COP,08/05/2012,08/05/2012
1760.60,COP,09/05/2012,09/05/2012
1775.96,COP,10/05/2012,10/05/2012
1765.00,COP,11/05/2012,11/05/2012
1764.69,COP,12/05/2012,14/05/2012
1771.60,COP,15/05/2012,15/05/2012
1778.37,COP,16/05/2012,16/05/2012
1793.61,COP,17/05/2012,17/05/2012
1804.92,COP,18/05/2012,18/05/2012
1814.46,COP,19/05/2012,22/05/2012
1824.73,COP,23/05/2012,23/05/2012
1845.17,COP,24/05/2012,24/05/2012
1836.45,COP,25/05/2012,25/05/2012
1840.69,COP,26/05/2012,29/05/2012
1818.82,COP,30/05/2012,30/05/2012
1827.83,COP,31/05/2012,31/05/2012
1833.80,COP,01/06/2012,01/06/2012
1834.71,COP,02/06/2012,04/06/2012
1815.54,COP,05/06/2012,05/06/2012
1798.85,COP,06/06/2012,06/06/2012
1782.89,COP,07/06/2012,07/06/2012
1766.91,COP,08/06/2012,08/06/2012
1776.26,COP,09/06/2012,12/06/2012
1776.47,COP,13/06/2012,13/06/2012
1783.45,COP,14/06/2012,14/06/2012
1787.63,COP,15/06/2012,15/06/2012
1786.21,COP,16/06/2012,19/06/2012
1773.18,COP,20/06/2012,20/06/2012
1770.38,COP,21/06/2012,21/06/2012
1775.99,COP,22/06/2012,22/06/2012
1787.47,COP,23/06/2012,25/06/2012
1803.37,COP,26/06/2012,26/06/2012
3082.45,COP,22/03/2019,22/03/2019
3376.99,COP,23/08/2019,23/08/2019
3383.29,COP,01/11/2019,01/11/2019
4128.38,COP,19/03/2020,19/03/2020
3716.35,COP,02/06/2020,02/06/2020
3874.44,COP,24/07/2021,26/07/2021
3876.08,COP,20/08/2021,20/08/2021
3812.76,COP,08/09/2021,08/09/2021
3365.78,COP,03/08/2019,05/08/2019
3430.28,COP,05/10/2019,07/10/2019
3374.29,COP,14/12/2019,16/12/2019
3967.76,COP,21/04/2020,21/04/2020
3591.84,COP,01/12/2020,01/12/2020
3620.40,COP,16/04/2021,16/04/2021
3682.84,COP,15/05/2021,18/05/2021
1042.61,COP,08/03/1996,08/03/1996
1042.42,COP,09/03/1996,11/03/1996
1043.50,COP,12/03/1996,12/03/1996
1044.07,COP,13/03/1996,13/03/1996
1044.99,COP,14/03/1996,14/03/1996
1045.44,COP,15/03/1996,15/03/1996
1046.09,COP,16/03/1996,18/03/1996
1046.76,COP,19/03/1996,19/03/1996
1047.24,COP,20/03/1996,20/03/1996
1047.65,COP,21/03/1996,21/03/1996
1048.40,COP,22/03/1996,22/03/1996
1048.00,COP,23/03/1996,25/03/1996
1048.00,COP,26/03/1996,26/03/1996
1049.08,COP,27/03/1996,27/03/1996
1049.22,COP,28/03/1996,28/03/1996
1048.42,COP,29/03/1996,29/03/1996
1046.00,COP,30/03/1996,01/04/1996
1042.20,COP,02/04/1996,02/04/1996
1045.23,COP,03/04/1996,03/04/1996
1046.92,COP,04/04/1996,08/04/1996
1050.12,COP,09/04/1996,09/04/1996
1047.35,COP,10/04/1996,10/04/1996
1046.55,COP,11/04/1996,11/04/1996
1047.48,COP,12/04/1996,12/04/1996
1048.89,COP,13/04/1996,15/04/1996
1050.73,COP,16/04/1996,16/04/1996
1054.41,COP,17/04/1996,17/04/1996
1054.03,COP,18/04/1996,18/04/1996
1052.90,COP,19/04/1996,19/04/1996
1053.59,COP,20/04/1996,22/04/1996
1054.43,COP,23/04/1996,23/04/1996
1055.31,COP,24/04/1996,24/04/1996
1054.53,COP,25/04/1996,25/04/1996
1054.29,COP,26/04/1996,26/04/1996
1054.80,COP,27/04/1996,29/04/1996
1058.90,COP,30/04/1996,30/04/1996
1061.55,COP,01/05/1996,02/05/1996
1062.56,COP,03/05/1996,03/05/1996
1062.40,COP,04/05/1996,06/05/1996
1063.41,COP,07/05/1996,07/05/1996
1063.53,COP,08/05/1996,08/05/1996
1061.63,COP,09/05/1996,09/05/1996
1061.10,COP,10/05/1996,10/05/1996
873.06,COP,07/06/1995,07/06/1995
871.02,COP,08/06/1995,08/06/1995
871.93,COP,09/06/1995,09/06/1995
871.94,COP,10/06/1995,12/06/1995
873.74,COP,13/06/1995,13/06/1995
875.28,COP,14/06/1995,14/06/1995
873.78,COP,15/06/1995,15/06/1995
872.54,COP,16/06/1995,16/06/1995
873.91,COP,17/06/1995,19/06/1995
873.91,COP,20/06/1995,20/06/1995
875.59,COP,21/06/1995,21/06/1995
875.32,COP,22/06/1995,22/06/1995
874.81,COP,23/06/1995,23/06/1995
873.64,COP,24/06/1995,26/06/1995
873.64,COP,27/06/1995,27/06/1995
875.95,COP,28/06/1995,28/06/1995
878.80,COP,29/06/1995,29/06/1995
881.23,COP,30/06/1995,30/06/1995
880.49,COP,01/07/1995,03/07/1995
880.49,COP,04/07/1995,04/07/1995
883.81,COP,05/07/1995,05/07/1995
887.30,COP,06/07/1995,06/07/1995
891.28,COP,07/07/1995,07/07/1995
891.44,COP,08/07/1995,10/07/1995
897.12,COP,11/07/1995,11/07/1995
897.51,COP,12/07/1995,12/07/1995
895.84,COP,13/07/1995,13/07/1995
892.82,COP,14/07/1995,14/07/1995
893.36,COP,15/07/1995,17/07/1995
891.76,COP,18/07/1995,18/07/1995
894.03,COP,19/07/1995,19/07/1995
894.50,COP,20/07/1995,20/07/1995
894.50,COP,21/07/1995,21/07/1995
894.98,COP,22/07/1995,24/07/1995
896.68,COP,25/07/1995,25/07/1995
897.32,COP,26/07/1995,26/07/1995
626.52,COP,18/12/1991,18/12/1991
766.91,COP,25/03/1993,25/03/1993
1304.33,COP,03/01/1998,05/01/1998
801.15,COP,03/08/1993,03/08/1993
801.86,COP,04/08/1993,04/08/1993
801.82,COP,05/08/1993,05/08/1993
801.86,COP,06/08/1993,06/08/1993
633.35,COP,19/12/1991,19/12/1991
621.71,COP,20/12/1991,20/12/1991
620.62,COP,21/12/1991,23/12/1991
622.95,COP,24/12/1991,24/12/1991
622.95,COP,25/12/1991,26/12/1991
801.78,COP,07/08/1993,09/08/1993
802.30,COP,10/08/1993,10/08/1993
803.22,COP,11/08/1993,11/08/1993
804.48,COP,12/08/1993,12/08/1993
804.93,COP,13/08/1993,13/08/1993
804.51,COP,14/08/1993,17/08/1993
804.76,COP,18/08/1993,18/08/1993
805.62,COP,19/08/1993,19/08/1993
806.15,COP,20/08/1993,20/08/1993
806.72,COP,21/08/1993,23/08/1993
807.04,COP,24/08/1993,24/08/1993
807.57,COP,25/08/1993,25/08/1993
807.77,COP,26/08/1993,26/08/1993
807.55,COP,27/08/1993,27/08/1993
807.53,COP,28/08/1993,30/08/1993
806.86,COP,31/08/1993,31/08/1993
806.83,COP,01/09/1993,01/09/1993
808.04,COP,02/09/1993,02/09/1993
807.96,COP,03/09/1993,03/09/1993
807.68,COP,04/09/1993,06/09/1993
807.62,COP,07/09/1993,07/09/1993
808.24,COP,08/09/1993,08/09/1993
809.33,COP,09/09/1993,09/09/1993
810.25,COP,10/09/1993,10/09/1993
810.03,COP,11/09/1993,13/09/1993
810.09,COP,14/09/1993,14/09/1993
810.81,COP,15/09/1993,15/09/1993
811.75,COP,16/09/1993,16/09/1993
811.93,COP,17/09/1993,17/09/1993
647.28,COP,11/04/1992,13/04/1992
649.48,COP,14/04/1992,14/04/1992
655.66,COP,15/04/1992,15/04/1992
657.97,COP,16/04/1992,20/04/1992
655.32,COP,21/04/1992,21/04/1992
652.57,COP,22/04/1992,22/04/1992
651.48,COP,23/04/1992,23/04/1992
650.24,COP,24/04/1992,24/04/1992
651.36,COP,25/04/1992,27/04/1992
650.31,COP,28/04/1992,28/04/1992
651.95,COP,29/04/1992,29/04/1992
653.83,COP,30/04/1992,30/04/1992
653.58,COP,01/05/1992,04/05/1992
653.10,COP,05/05/1992,05/05/1992
653.70,COP,06/05/1992,06/05/1992
654.74,COP,07/05/1992,07/05/1992
656.40,COP,08/05/1992,08/05/1992
657.91,COP,09/05/1992,11/05/1992
658.52,COP,12/05/1992,12/05/1992
631.63,COP,27/12/1991,27/12/1991
632.37,COP,28/12/1991,30/12/1991
632.37,COP,31/12/1991,31/12/1991
632.37,COP,01/01/1992,01/01/1992
632.58,COP,03/01/1992,03/01/1992
638.07,COP,04/01/1992,07/01/1992
638.17,COP,08/01/1992,08/01/1992
638.61,COP,09/01/1992,09/01/1992
637.86,COP,10/01/1992,10/01/1992
645.04,COP,11/01/1992,13/01/1992
659.74,COP,14/01/1992,14/01/1992
657.49,COP,15/01/1992,15/01/1992
653.45,COP,16/01/1992,16/01/1992
652.91,COP,17/01/1992,17/01/1992
645.35,COP,18/01/1992,20/01/1992
645.97,COP,21/01/1992,21/01/1992
647.04,COP,22/01/1992,22/01/1992
647.01,COP,23/01/1992,23/01/1992
647.01,COP,24/01/1992,24/01/1992
644.83,COP,25/01/1992,27/01/1992
645.53,COP,28/01/1992,28/01/1992
645.20,COP,29/01/1992,29/01/1992
644.04,COP,30/01/1992,30/01/1992
644.27,COP,31/01/1992,31/01/1992
640.52,COP,01/02/1992,03/02/1992
640.52,COP,04/02/1992,04/02/1992
638.01,COP,05/02/1992,05/02/1992
637.65,COP,06/02/1992,06/02/1992
636.90,COP,07/02/1992,07/02/1992
635.34,COP,08/02/1992,10/02/1992
634.74,COP,11/02/1992,11/02/1992
634.59,COP,12/02/1992,12/02/1992
634.67,COP,13/02/1992,13/02/1992
635.60,COP,14/02/1992,14/02/1992
634.74,COP,15/02/1992,17/02/1992
635.66,COP,18/02/1992,18/02/1992
635.21,COP,19/02/1992,19/02/1992
634.93,COP,20/02/1992,20/02/1992
633.31,COP,21/02/1992,21/02/1992
633.03,COP,22/02/1992,24/02/1992
633.55,COP,25/02/1992,25/02/1992
633.74,COP,26/02/1992,26/02/1992
634.06,COP,27/02/1992,27/02/1992
633.91,COP,28/02/1992,28/02/1992
636.54,COP,29/02/1992,02/03/1992
640.95,COP,03/03/1992,03/03/1992
636.05,COP,04/03/1992,04/03/1992
1805.14,COP,27/06/2012,27/06/2012
1796.18,COP,28/06/2012,28/06/2012
1805.60,COP,29/06/2012,29/06/2012
1784.60,COP,30/06/2012,03/07/2012
1771.53,COP,04/07/2012,05/07/2012
1774.37,COP,06/07/2012,06/07/2012
1785.25,COP,07/07/2012,09/07/2012
1790.25,COP,10/07/2012,10/07/2012
1785.06,COP,11/07/2012,11/07/2012
1787.72,COP,12/07/2012,12/07/2012
1790.12,COP,13/07/2012,13/07/2012
1780.21,COP,14/07/2012,16/07/2012
1778.42,COP,17/07/2012,17/07/2012
1778.97,COP,18/07/2012,18/07/2012
1778.28,COP,19/07/2012,19/07/2012
1775.80,COP,20/07/2012,23/07/2012
1790.39,COP,24/07/2012,24/07/2012
1797.33,COP,25/07/2012,25/07/2012
1799.48,COP,26/07/2012,26/07/2012
1789.22,COP,27/07/2012,27/07/2012
1791.12,COP,28/07/2012,30/07/2012
1789.02,COP,31/07/2012,31/07/2012
1790.61,COP,09/02/2013,11/02/2013
1784.71,COP,12/02/2013,12/02/2013
1783.20,COP,13/02/2013,13/02/2013
1777.72,COP,14/02/2013,14/02/2013
1783.19,COP,15/02/2013,15/02/2013
1785.41,COP,16/02/2013,19/02/2013
1794.63,COP,20/02/2013,20/02/2013
1791.33,COP,21/02/2013,21/02/2013
1798.21,COP,22/02/2013,22/02/2013
1800.70,COP,23/02/2013,25/02/2013
1806.11,COP,26/02/2013,26/02/2013
1818.54,COP,27/02/2013,27/02/2013
1816.42,COP,28/02/2013,28/02/2013
1814.28,COP,01/03/2013,01/03/2013
1816.48,COP,02/03/2013,04/03/2013
1813.53,COP,05/03/2013,05/03/2013
1907.97,COP,29/08/2008,29/08/2008
1932.20,COP,30/08/2008,02/09/2008
1975.10,COP,03/09/2008,03/09/2008
1992.59,COP,04/09/2008,04/09/2008
2017.53,COP,05/09/2008,05/09/2008
2041.81,COP,06/09/2008,08/09/2008
2031.12,COP,09/09/2008,09/09/2008
2071.24,COP,10/09/2008,10/09/2008
2081.32,COP,11/09/2008,11/09/2008
2082.46,COP,12/09/2008,12/09/2008
2051.55,COP,13/09/2008,15/09/2008
2071.29,COP,16/09/2008,16/09/2008
2109.37,COP,17/09/2008,17/09/2008
2139.14,COP,18/09/2008,18/09/2008
2187.01,COP,19/09/2008,19/09/2008
2067.45,COP,20/09/2008,22/09/2008
2045.85,COP,23/09/2008,23/09/2008
2077.59,COP,24/09/2008,24/09/2008
2147.41,COP,25/09/2008,25/09/2008
2118.31,COP,26/09/2008,26/09/2008
2105.61,COP,27/09/2008,29/09/2008
2174.62,COP,30/09/2008,30/09/2008
2184.76,COP,01/10/2008,01/10/2008
2166.05,COP,02/10/2008,02/10/2008
2192.69,COP,03/10/2008,03/10/2008
2160.08,COP,04/10/2008,06/10/2008
2250.73,COP,07/10/2008,07/10/2008
2261.96,COP,08/10/2008,08/10/2008
2326.41,COP,09/10/2008,09/10/2008
2254.24,COP,10/10/2008,10/10/2008
2318.63,COP,11/10/2008,14/10/2008
2223.94,COP,15/10/2008,15/10/2008
2316.54,COP,16/10/2008,16/10/2008
2304.68,COP,17/10/2008,17/10/2008
2271.98,COP,18/10/2008,20/10/2008
2243.49,COP,21/10/2008,21/10/2008
2296.32,COP,22/10/2008,22/10/2008
2346.47,COP,23/10/2008,23/10/2008
2361.01,COP,24/10/2008,24/10/2008
2386.48,COP,25/10/2008,27/10/2008
2379.24,COP,28/10/2008,28/10/2008
2382.31,COP,29/10/2008,29/10/2008
2374.10,COP,30/10/2008,30/10/2008
2359.52,COP,31/10/2008,31/10/2008
2392.28,COP,01/11/2008,04/11/2008
2351.56,COP,05/11/2008,05/11/2008
2327.78,COP,06/11/2008,06/11/2008
2342.65,COP,07/11/2008,07/11/2008
2317.34,COP,08/11/2008,10/11/2008
2281.24,COP,11/11/2008,12/11/2008
2335.02,COP,13/11/2008,13/11/2008
2329.82,COP,14/11/2008,14/11/2008
2308.65,COP,15/11/2008,18/11/2008
2329.90,COP,19/11/2008,19/11/2008
2342.18,COP,20/11/2008,20/11/2008
2289.98,COP,31/03/2006,31/03/2006
2293.38,COP,01/04/2006,03/04/2006
2296.18,COP,04/04/2006,04/04/2006
2288.67,COP,05/04/2006,05/04/2006
2294.99,COP,06/04/2006,06/04/2006
2313.05,COP,07/04/2006,07/04/2006
2342.35,COP,08/04/2006,10/04/2006
2352.58,COP,11/04/2006,11/04/2006
2336.26,COP,12/04/2006,12/04/2006
2335.16,COP,13/04/2006,17/04/2006
2366.15,COP,18/04/2006,18/04/2006
2349.03,COP,19/04/2006,19/04/2006
2344.73,COP,20/04/2006,20/04/2006
2336.10,COP,21/04/2006,21/04/2006
2337.42,COP,22/04/2006,24/04/2006
2332.99,COP,25/04/2006,25/04/2006
2348.49,COP,26/04/2006,26/04/2006
2373.94,COP,27/04/2006,27/04/2006
2375.66,COP,28/04/2006,28/04/2006
2375.03,COP,29/04/2006,02/05/2006
2380.31,COP,03/05/2006,03/05/2006
2377.59,COP,04/05/2006,04/05/2006
2381.36,COP,05/05/2006,05/05/2006
2370.63,COP,06/05/2006,08/05/2006
2351.06,COP,09/05/2006,09/05/2006
2338.76,COP,10/05/2006,10/05/2006
2329.35,COP,11/05/2006,11/05/2006
2346.06,COP,12/05/2006,12/05/2006
2375.86,COP,13/05/2006,15/05/2006
2424.27,COP,16/05/2006,16/05/2006
2410.96,COP,17/05/2006,17/05/2006
2435.52,COP,18/05/2006,18/05/2006
2450.63,COP,19/05/2006,19/05/2006
2452.50,COP,20/05/2006,22/05/2006
2493.98,COP,23/05/2006,23/05/2006
2490.06,COP,24/05/2006,24/05/2006
2518.34,COP,25/05/2006,25/05/2006
2517.44,COP,26/05/2006,26/05/2006
2475.75,COP,27/05/2006,30/05/2006
2482.41,COP,31/05/2006,31/05/2006
2486.07,COP,01/06/2006,01/06/2006
2484.62,COP,02/06/2006,02/06/2006
2450.80,COP,03/06/2006,05/06/2006
2443.72,COP,06/06/2006,06/06/2006
2470.99,COP,07/06/2006,07/06/2006
2482.15,COP,08/06/2006,08/06/2006
2511.34,COP,09/06/2006,09/06/2006
2510.82,COP,10/06/2006,12/06/2006
2534.83,COP,13/06/2006,13/06/2006
