VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
816.69,COP,25/01/1994,25/01/1994
819.10,COP,26/01/1994,26/01/1994
821.52,COP,27/01/1994,27/01/1994
821.72,COP,28/01/1994,28/01/1994
818.38,COP,29/01/1994,31/01/1994
817.00,COP,01/02/1994,01/02/1994
819.27,COP,02/02/1994,02/02/1994
817.96,COP,03/02/1994,03/02/1994
817.69,COP,04/02/1994,04/02/1994
818.00,COP,05/02/1994,07/02/1994
817.64,COP,08/02/1994,08/02/1994
817.81,COP,09/02/1994,09/02/1994
817.88,COP,10/02/1994,10/02/1994
817.88,COP,11/02/1994,11/02/1994
817.78,COP,12/02/1994,14/02/1994
817.59,COP,15/02/1994,15/02/1994
816.92,COP,16/02/1994,16/02/1994
816.10,COP,17/02/1994,17/02/1994
815.19,COP,18/02/1994,18/02/1994
814.13,COP,19/02/1994,21/02/1994
699.16,COP,22/09/1992,22/09/1992
697.77,COP,23/09/1992,23/09/1992
698.40,COP,24/09/1992,24/09/1992
697.01,COP,25/09/1992,25/09/1992
704.80,COP,26/09/1992,28/09/1992
701.00,COP,29/09/1992,29/09/1992
702.81,COP,30/09/1992,30/09/1992
699.70,COP,01/10/1992,01/10/1992
3293.62,COP,10/05/2019,10/05/2019
3361.70,COP,07/09/2019,09/09/2019
3353.76,COP,24/01/2020,24/01/2020
3602.41,COP,23/02/2021,23/02/2021
3808.46,COP,17/07/2021,19/07/2021
3865.46,COP,03/08/2021,03/08/2021
3738.48,COP,13/10/2021,13/10/2021
3772.49,COP,16/10/2021,19/10/2021
3187.15,COP,26/06/2019,26/06/2019
3449.27,COP,15/08/2019,15/08/2019
3258.84,COP,03/01/2020,03/01/2020
4037.95,COP,23/04/2020,23/04/2020
3700.28,COP,11/09/2020,11/09/2020
3649.90,COP,21/11/2020,23/11/2020
3829.72,COP,10/09/2021,10/09/2021
2855.32,COP,30/07/2015,30/07/2015
2866.04,COP,31/07/2015,31/07/2015
2862.51,COP,01/08/2015,03/08/2015
3085.60,COP,01/12/2016,01/12/2016
3068.34,COP,02/12/2016,02/12/2016
3061.04,COP,03/12/2016,05/12/2016
3049.47,COP,06/12/2016,06/12/2016
3015.47,COP,07/12/2016,07/12/2016
2989.71,COP,08/12/2016,09/12/2016
3002.80,COP,10/12/2016,12/12/2016
2984.02,COP,13/12/2016,13/12/2016
2982.29,COP,14/12/2016,14/12/2016
2964.56,COP,15/12/2016,15/12/2016
3000.47,COP,16/12/2016,16/12/2016
2997.20,COP,17/12/2016,19/12/2016
3019.44,COP,20/12/2016,20/12/2016
2988.06,COP,21/12/2016,21/12/2016
2989.14,COP,22/12/2016,22/12/2016
2996.03,COP,23/12/2016,23/12/2016
2996.60,COP,24/12/2016,27/12/2016
2992.81,COP,28/12/2016,28/12/2016
3019.72,COP,29/12/2016,29/12/2016
3000.71,COP,30/12/2016,03/01/2017
2981.06,COP,04/01/2017,04/01/2017
2965.36,COP,05/01/2017,05/01/2017
3197.20,COP,14/11/2018,14/11/2018
3194.70,COP,15/11/2018,15/11/2018
3198.29,COP,16/11/2018,16/11/2018
3173.59,COP,17/11/2018,19/11/2018
3178.81,COP,20/11/2018,20/11/2018
3189.51,COP,21/11/2018,21/11/2018
3196.26,COP,22/11/2018,23/11/2018
3223.95,COP,24/11/2018,26/11/2018
3240.65,COP,27/11/2018,27/11/2018
3250.56,COP,28/11/2018,28/11/2018
3274.47,COP,29/11/2018,29/11/2018
3240.02,COP,30/11/2018,30/11/2018
3235.27,COP,01/12/2018,03/12/2018
3196.15,COP,04/12/2018,04/12/2018
3174.11,COP,05/12/2018,05/12/2018
3162.29,COP,06/12/2018,06/12/2018
3187.86,COP,07/12/2018,07/12/2018
3153.29,COP,08/12/2018,10/12/2018
3176.12,COP,11/12/2018,11/12/2018
3184.70,COP,12/12/2018,12/12/2018
3169.36,COP,13/12/2018,13/12/2018
3178.40,COP,14/12/2018,14/12/2018
3196.30,COP,15/12/2018,17/12/2018
3188.66,COP,18/12/2018,18/12/2018
3198.45,COP,19/12/2018,19/12/2018
3216.55,COP,20/12/2018,20/12/2018
3246.86,COP,21/12/2018,21/12/2018
3285.34,COP,22/12/2018,24/12/2018
3285.51,COP,25/12/2018,26/12/2018
3289.69,COP,27/12/2018,27/12/2018
3275.01,COP,28/12/2018,28/12/2018
3249.75,COP,29/12/2018,02/01/2019
3250.01,COP,03/01/2019,03/01/2019
3241.20,COP,04/01/2019,04/01/2019
3208.56,COP,05/01/2019,08/01/2019
3164.75,COP,09/01/2019,09/01/2019
3128.07,COP,10/01/2019,10/01/2019
3136.49,COP,11/01/2019,11/01/2019
3151.49,COP,12/01/2019,14/01/2019
3143.22,COP,15/01/2019,15/01/2019
3137.66,COP,16/01/2019,16/01/2019
3124.96,COP,17/01/2019,17/01/2019
3140.19,COP,18/01/2019,18/01/2019
3120.56,COP,19/01/2019,22/01/2019
3136.59,COP,23/01/2019,23/01/2019
3146.14,COP,24/01/2019,24/01/2019
3160.52,COP,25/01/2019,25/01/2019
3150.58,COP,26/01/2019,28/01/2019
3167.86,COP,29/01/2019,29/01/2019
3157.52,COP,30/01/2019,30/01/2019
3163.46,COP,31/01/2019,31/01/2019
3115.70,COP,01/02/2019,01/02/2019
3102.61,COP,02/02/2019,04/02/2019
3089.40,COP,05/02/2019,05/02/2019
3094.05,COP,06/02/2019,06/02/2019
3108.54,COP,07/02/2019,07/02/2019
3110.46,COP,08/02/2019,08/02/2019
3115.94,COP,09/02/2019,11/02/2019
3132.61,COP,12/02/2019,12/02/2019
3131.10,COP,13/02/2019,13/02/2019
3135.56,COP,14/02/2019,14/02/2019
3155.27,COP,15/02/2019,15/02/2019
3141.40,COP,16/02/2019,19/02/2019
3118.36,COP,20/02/2019,20/02/2019
3112.18,COP,21/02/2019,21/02/2019
1378.88,COP,24/07/1998,24/07/1998
1379.61,COP,25/07/1998,27/07/1998
1378.33,COP,28/07/1998,28/07/1998
1376.12,COP,29/07/1998,29/07/1998
1373.49,COP,30/07/1998,30/07/1998
1370.65,COP,31/07/1998,31/07/1998
1372.14,COP,01/08/1998,03/08/1998
1371.16,COP,04/08/1998,04/08/1998
1368.24,COP,05/08/1998,05/08/1998
1366.44,COP,06/08/1998,06/08/1998
1364.90,COP,07/08/1998,10/08/1998
1359.22,COP,11/08/1998,11/08/1998
1365.58,COP,12/08/1998,12/08/1998
1371.23,COP,13/08/1998,13/08/1998
1377.08,COP,14/08/1998,14/08/1998
1386.02,COP,15/08/1998,18/08/1998
1385.77,COP,19/08/1998,19/08/1998
1384.24,COP,20/08/1998,20/08/1998
1391.55,COP,21/08/1998,21/08/1998
1407.27,COP,22/08/1998,24/08/1998
1418.22,COP,25/08/1998,25/08/1998
1420.27,COP,26/08/1998,26/08/1998
1430.33,COP,27/08/1998,27/08/1998
1438.16,COP,28/08/1998,28/08/1998
1440.87,COP,29/08/1998,31/08/1998
1441.86,COP,01/09/1998,01/09/1998
1442.95,COP,02/09/1998,02/09/1998
1518.56,COP,03/09/1998,03/09/1998
1532.19,COP,04/09/1998,04/09/1998
1538.84,COP,05/09/1998,07/09/1998
1511.55,COP,08/09/1998,08/09/1998
1505.66,COP,09/09/1998,09/09/1998
1493.40,COP,10/09/1998,10/09/1998
1506.27,COP,11/09/1998,11/09/1998
1505.85,COP,12/09/1998,14/09/1998
1586.53,COP,08/10/1998,08/10/1998
1587.46,COP,09/10/1998,09/10/1998
1590.64,COP,10/10/1998,13/10/1998
1592.11,COP,14/10/1998,14/10/1998
1591.01,COP,15/10/1998,15/10/1998
1594.19,COP,16/10/1998,16/10/1998
1596.21,COP,17/10/1998,19/10/1998
1598.18,COP,20/10/1998,20/10/1998
1598.61,COP,21/10/1998,21/10/1998
1597.79,COP,22/10/1998,22/10/1998
1599.15,COP,23/10/1998,23/10/1998
1597.97,COP,24/10/1998,26/10/1998
1590.64,COP,27/10/1998,27/10/1998
1576.38,COP,28/10/1998,28/10/1998
1577.90,COP,29/10/1998,29/10/1998
1577.19,COP,30/10/1998,30/10/1998
1575.08,COP,31/10/1998,03/11/1998
1569.93,COP,04/11/1998,04/11/1998
1568.54,COP,05/11/1998,05/11/1998
1563.32,COP,06/11/1998,06/11/1998
1553.71,COP,07/11/1998,09/11/1998
1559.35,COP,10/11/1998,10/11/1998
1571.76,COP,11/11/1998,11/11/1998
1577.61,COP,12/11/1998,12/11/1998
1578.79,COP,13/11/1998,13/11/1998
1580.99,COP,14/11/1998,17/11/1998
1583.29,COP,18/11/1998,18/11/1998
1569.60,COP,19/11/1998,19/11/1998
1558.49,COP,20/11/1998,20/11/1998
1539.38,COP,21/11/1998,23/11/1998
1547.92,COP,24/11/1998,24/11/1998
1557.57,COP,25/11/1998,25/11/1998
1545.53,COP,26/11/1998,26/11/1998
1543.45,COP,27/11/1998,27/11/1998
1547.11,COP,28/11/1998,30/11/1998
1545.88,COP,01/12/1998,01/12/1998
1545.82,COP,02/12/1998,02/12/1998
1539.32,COP,03/12/1998,03/12/1998
1545.89,COP,04/12/1998,04/12/1998
1552.48,COP,05/12/1998,07/12/1998
1548.63,COP,08/12/1998,09/12/1998
1541.14,COP,10/12/1998,10/12/1998
1530.63,COP,11/12/1998,11/12/1998
1531.13,COP,12/12/1998,14/12/1998
1532.76,COP,15/12/1998,15/12/1998
1529.07,COP,16/12/1998,16/12/1998
1523.80,COP,17/12/1998,17/12/1998
1515.98,COP,18/12/1998,18/12/1998
1510.41,COP,15/09/1998,15/09/1998
1516.92,COP,16/09/1998,16/09/1998
1520.63,COP,17/09/1998,17/09/1998
1531.49,COP,18/09/1998,18/09/1998
1533.95,COP,19/09/1998,21/09/1998
1529.26,COP,22/09/1998,22/09/1998
1541.16,COP,23/09/1998,23/09/1998
1561.28,COP,24/09/1998,24/09/1998
1548.95,COP,25/09/1998,25/09/1998
1547.81,COP,26/09/1998,28/09/1998
1556.25,COP,29/09/1998,29/09/1998
1556.15,COP,30/09/1998,30/09/1998
1556.52,COP,01/10/1998,01/10/1998
703.08,COP,02/10/1992,02/10/1992
710.22,COP,03/10/1992,05/10/1992
704.52,COP,06/10/1992,06/10/1992
703.66,COP,07/10/1992,07/10/1992
702.71,COP,08/10/1992,08/10/1992
704.06,COP,09/10/1992,09/10/1992
701.88,COP,10/10/1992,13/10/1992
702.48,COP,14/10/1992,14/10/1992
705.52,COP,15/10/1992,15/10/1992
708.21,COP,16/10/1992,16/10/1992
707.13,COP,17/10/1992,19/10/1992
707.35,COP,20/10/1992,20/10/1992
706.06,COP,21/10/1992,21/10/1992
709.22,COP,22/10/1992,22/10/1992
710.19,COP,23/10/1992,23/10/1992
712.04,COP,24/10/1992,26/10/1992
713.55,COP,27/10/1992,27/10/1992
716.39,COP,28/10/1992,28/10/1992
715.31,COP,29/10/1992,29/10/1992
717.37,COP,30/10/1992,30/10/1992
716.88,COP,31/10/1992,03/11/1992
718.98,COP,04/11/1992,04/11/1992
1263.79,COP,16/10/1997,16/10/1997
1268.87,COP,17/10/1997,17/10/1997
1264.70,COP,18/10/1997,20/10/1997
1264.60,COP,21/10/1997,21/10/1997
1264.32,COP,22/10/1997,22/10/1997
1267.87,COP,23/10/1997,23/10/1997
1267.10,COP,24/10/1997,24/10/1997
1272.02,COP,25/10/1997,27/10/1997
1274.05,COP,28/10/1997,28/10/1997
1289.84,COP,29/10/1997,29/10/1997
1282.82,COP,30/10/1997,30/10/1997
1281.20,COP,31/10/1997,31/10/1997
1284.65,COP,01/11/1997,04/11/1997
1284.63,COP,05/11/1997,05/11/1997
1272.77,COP,15/10/1997,15/10/1997
1281.18,COP,06/11/1997,06/11/1997
1286.73,COP,07/11/1997,07/11/1997
1291.35,COP,08/11/1997,10/11/1997
1295.52,COP,11/11/1997,11/11/1997
1294.51,COP,12/11/1997,12/11/1997
1296.66,COP,13/11/1997,13/11/1997
1297.87,COP,14/11/1997,14/11/1997
1298.04,COP,15/11/1997,18/11/1997
1297.94,COP,19/11/1997,19/11/1997
828.46,COP,19/11/1994,21/11/1994
829.08,COP,22/11/1994,22/11/1994
830.74,COP,23/11/1994,23/11/1994
828.67,COP,24/11/1994,24/11/1994
828.76,COP,25/11/1994,25/11/1994
828.42,COP,26/11/1994,28/11/1994
828.66,COP,29/11/1994,29/11/1994
829.03,COP,30/11/1994,30/11/1994
829.29,COP,01/12/1994,01/12/1994
829.56,COP,02/12/1994,02/12/1994
830.00,COP,03/12/1994,05/12/1994
830.37,COP,06/12/1994,06/12/1994
830.85,COP,07/12/1994,07/12/1994
831.10,COP,08/12/1994,09/12/1994
831.49,COP,10/12/1994,12/12/1994
831.91,COP,13/12/1994,13/12/1994
824.68,COP,14/12/1994,14/12/1994
825.00,COP,15/12/1994,15/12/1994
830.49,COP,18/11/1994,18/11/1994
827.60,COP,16/12/1994,16/12/1994
829.72,COP,17/12/1994,19/12/1994
1072.95,COP,07/06/1996,07/06/1996
1073.06,COP,08/06/1996,11/06/1996
1073.65,COP,12/06/1996,12/06/1996
1070.80,COP,13/06/1996,13/06/1996
1072.34,COP,14/06/1996,14/06/1996
1071.35,COP,15/06/1996,18/06/1996
1072.74,COP,19/06/1996,19/06/1996
1070.94,COP,20/06/1996,20/06/1996
1070.86,COP,21/06/1996,21/06/1996
818.33,COP,23/02/1994,23/02/1994
820.76,COP,24/02/1994,24/02/1994
819.68,COP,25/02/1994,25/02/1994
819.70,COP,26/02/1994,28/02/1994
819.83,COP,02/03/1994,02/03/1994
819.61,COP,03/03/1994,03/03/1994
818.70,COP,04/03/1994,04/03/1994
817.86,COP,05/03/1994,07/03/1994
817.76,COP,08/03/1994,08/03/1994
818.02,COP,09/03/1994,09/03/1994
818.37,COP,10/03/1994,10/03/1994
818.46,COP,11/03/1994,11/03/1994
818.62,COP,12/03/1994,14/03/1994
816.04,COP,22/02/1994,22/02/1994
818.69,COP,15/03/1994,15/03/1994
818.49,COP,16/03/1994,16/03/1994
820.44,COP,17/03/1994,17/03/1994
820.91,COP,18/03/1994,18/03/1994
821.34,COP,19/03/1994,22/03/1994
821.73,COP,23/03/1994,23/03/1994
821.82,COP,24/03/1994,24/03/1994
821.70,COP,25/03/1994,25/03/1994
722.57,COP,07/11/1992,09/11/1992
2311.70,COP,10/12/2008,10/12/2008
2302.93,COP,11/12/2008,11/12/2008
2278.29,COP,12/12/2008,12/12/2008
2273.24,COP,13/12/2008,15/12/2008
2254.50,COP,16/12/2008,16/12/2008
2223.30,COP,17/12/2008,17/12/2008
2173.86,COP,18/12/2008,18/12/2008
2163.14,COP,19/12/2008,19/12/2008
2167.35,COP,20/12/2008,22/12/2008
2169.83,COP,23/12/2008,23/12/2008
2180.49,COP,24/12/2008,24/12/2008
2198.09,COP,25/12/2008,26/12/2008
2204.95,COP,27/12/2008,29/12/2008
2234.00,COP,30/12/2008,30/12/2008
2243.59,COP,31/12/2008,02/01/2009
2216.23,COP,10/01/2009,13/01/2009
2226.87,COP,14/01/2009,14/01/2009
2234.40,COP,15/01/2009,15/01/2009
2249.64,COP,16/01/2009,16/01/2009
2227.68,COP,17/01/2009,20/01/2009
1953.12,COP,24/07/2009,24/07/2009
2245.28,COP,21/01/2009,21/01/2009
2245.97,COP,22/01/2009,22/01/2009
2247.87,COP,23/01/2009,23/01/2009
2280.77,COP,24/01/2009,26/01/2009
2280.43,COP,27/01/2009,27/01/2009
2310.83,COP,28/01/2009,28/01/2009
2341.09,COP,29/01/2009,29/01/2009
2386.58,COP,30/01/2009,30/01/2009
2420.26,COP,31/01/2009,02/02/2009
2450.78,COP,03/02/2009,03/02/2009
2443.67,COP,04/02/2009,04/02/2009
2469.02,COP,05/02/2009,05/02/2009
2472.65,COP,06/02/2009,06/02/2009
2449.49,COP,07/02/2009,09/02/2009
2450.60,COP,10/02/2009,10/02/2009
2494.07,COP,11/02/2009,11/02/2009
2537.82,COP,12/02/2009,12/02/2009
2520.06,COP,13/02/2009,13/02/2009
2509.50,COP,14/02/2009,17/02/2009
2554.40,COP,18/02/2009,18/02/2009
2558.14,COP,19/02/2009,19/02/2009
2547.40,COP,20/02/2009,20/02/2009
2588.31,COP,21/02/2009,23/02/2009
2572.30,COP,24/02/2009,24/02/2009
2596.37,COP,25/02/2009,25/02/2009
2575.50,COP,26/02/2009,26/02/2009
2555.05,COP,27/02/2009,27/02/2009
2555.89,COP,28/02/2009,02/03/2009
2590.97,COP,03/03/2009,03/03/2009
2588.96,COP,04/03/2009,04/03/2009
2589.48,COP,05/03/2009,05/03/2009
2572.92,COP,06/03/2009,06/03/2009
2548.57,COP,07/03/2009,09/03/2009
2559.36,COP,10/03/2009,10/03/2009
2525.06,COP,11/03/2009,11/03/2009
2506.73,COP,12/03/2009,12/03/2009
2481.26,COP,13/03/2009,13/03/2009
2445.30,COP,14/03/2009,16/03/2009
2390.96,COP,17/03/2009,17/03/2009
2390.98,COP,18/03/2009,18/03/2009
2383.15,COP,19/03/2009,19/03/2009
2335.29,COP,20/03/2009,20/03/2009
2340.83,COP,21/03/2009,24/03/2009
2353.21,COP,25/03/2009,25/03/2009
2379.94,COP,26/03/2009,26/03/2009
2435.81,COP,27/03/2009,27/03/2009
2485.56,COP,28/03/2009,30/03/2009
2561.21,COP,31/03/2009,31/03/2009
2544.24,COP,01/04/2009,01/04/2009
2534.99,COP,02/04/2009,02/04/2009
2451.72,COP,03/04/2009,03/04/2009
2422.71,COP,04/04/2009,06/04/2009
2408.42,COP,07/04/2009,07/04/2009
2416.63,COP,08/04/2009,08/04/2009
2388.11,COP,09/04/2009,13/04/2009
2392.22,COP,14/04/2009,14/04/2009
2394.27,COP,15/04/2009,15/04/2009
2380.69,COP,16/04/2009,16/04/2009
2344.98,COP,17/04/2009,17/04/2009
2343.34,COP,18/04/2009,20/04/2009
2376.38,COP,21/04/2009,21/04/2009
2338.60,COP,22/04/2009,22/04/2009
2318.83,COP,23/04/2009,23/04/2009
2300.74,COP,24/04/2009,24/04/2009
2283.20,COP,25/04/2009,27/04/2009
2325.02,COP,28/04/2009,28/04/2009
3213.23,COP,25/04/2019,25/04/2019
3223.67,COP,10/07/2019,10/07/2019
3452.57,COP,09/10/2019,09/10/2019
3380.90,COP,30/10/2019,30/10/2019
3835.15,COP,12/03/2020,12/03/2020
4081.06,COP,02/04/2020,02/04/2020
3467.49,COP,05/12/2020,07/12/2020
3714.94,COP,11/05/2021,11/05/2021
3780.38,COP,23/10/2021,25/10/2021
3778.69,COP,03/11/2021,03/11/2021
3465.35,COP,18/10/2019,18/10/2019
3507.11,COP,28/02/2020,28/02/2020
3810.23,COP,28/10/2020,28/10/2020
3533.21,COP,03/12/2020,03/12/2020
3478.11,COP,09/01/2021,12/01/2021
3870.57,COP,27/08/2021,27/08/2021
3997.09,COP,24/12/2021,24/12/2021
1573.22,COP,02/10/1998,02/10/1998
1578.96,COP,03/10/1998,05/10/1998
1585.64,COP,06/10/1998,06/10/1998
1588.64,COP,07/10/1998,07/10/1998
2187.83,COP,23/08/2000,23/08/2000
2196.72,COP,24/08/2000,24/08/2000
2205.60,COP,25/08/2000,25/08/2000
2208.82,COP,26/08/2000,28/08/2000
2208.17,COP,29/08/2000,29/08/2000
2204.22,COP,30/08/2000,30/08/2000
2208.21,COP,31/08/2000,31/08/2000
2212.97,COP,01/09/2000,01/09/2000
2214.00,COP,02/09/2000,04/09/2000
2210.32,COP,05/09/2000,05/09/2000
2211.13,COP,06/09/2000,06/09/2000
2211.11,COP,07/09/2000,07/09/2000
2209.18,COP,08/09/2000,08/09/2000
2204.85,COP,09/09/2000,11/09/2000
2206.39,COP,12/09/2000,12/09/2000
2206.93,COP,13/09/2000,13/09/2000
2208.64,COP,14/09/2000,14/09/2000
2212.73,COP,15/09/2000,15/09/2000
2210.34,COP,16/09/2000,18/09/2000
2211.36,COP,19/09/2000,19/09/2000
2210.81,COP,20/09/2000,20/09/2000
2212.93,COP,21/09/2000,21/09/2000
2223.46,COP,22/09/2000,22/09/2000
2232.24,COP,23/09/2000,25/09/2000
2228.05,COP,26/09/2000,26/09/2000
2222.67,COP,27/09/2000,27/09/2000
2216.93,COP,28/09/2000,28/09/2000
2211.94,COP,29/09/2000,29/09/2000
2212.26,COP,30/09/2000,02/10/2000
2210.40,COP,03/10/2000,03/10/2000
2201.51,COP,04/10/2000,04/10/2000
3022.78,COP,28/06/2016,28/06/2016
3005.18,COP,29/06/2016,29/06/2016
2916.15,COP,30/06/2016,30/06/2016
2919.01,COP,01/07/2016,01/07/2016
2914.38,COP,02/07/2016,05/07/2016
2966.87,COP,06/07/2016,06/07/2016
3003.20,COP,07/07/2016,07/07/2016
2986.49,COP,08/07/2016,08/07/2016
2952.64,COP,09/07/2016,11/07/2016
2929.81,COP,12/07/2016,12/07/2016
2911.91,COP,13/07/2016,13/07/2016
2936.53,COP,14/07/2016,14/07/2016
2923.07,COP,15/07/2016,15/07/2016
2923.46,COP,16/07/2016,18/07/2016
2928.30,COP,19/07/2016,19/07/2016
2931.08,COP,20/07/2016,21/07/2016
2928.67,COP,22/07/2016,22/07/2016
2942.65,COP,23/07/2016,25/07/2016
2997.25,COP,26/07/2016,26/07/2016
3055.15,COP,27/07/2016,27/07/2016
3073.52,COP,28/07/2016,28/07/2016
3091.78,COP,29/07/2016,29/07/2016
3081.75,COP,30/07/2016,01/08/2016
3090.28,COP,02/08/2016,02/08/2016
3084.81,COP,03/08/2016,03/08/2016
3110.43,COP,04/08/2016,04/08/2016
3079.83,COP,05/08/2016,05/08/2016
3052.80,COP,06/08/2016,08/08/2016
2992.50,COP,09/08/2016,09/08/2016
2974.31,COP,10/08/2016,10/08/2016
2954.90,COP,11/08/2016,11/08/2016
2911.26,COP,12/08/2016,12/08/2016
2908.67,COP,13/08/2016,16/08/2016
2905.30,COP,17/08/2016,17/08/2016
2918.07,COP,18/08/2016,18/08/2016
2884.02,COP,19/08/2016,19/08/2016
2867.37,COP,20/08/2016,22/08/2016
2883.89,COP,23/08/2016,23/08/2016
2909.10,COP,24/08/2016,24/08/2016
2938.28,COP,25/08/2016,25/08/2016
2915.67,COP,26/08/2016,26/08/2016
2882.69,COP,27/08/2016,29/08/2016
2924.29,COP,30/08/2016,30/08/2016
2933.82,COP,31/08/2016,31/08/2016
2956.53,COP,01/09/2016,01/09/2016
2986.36,COP,02/09/2016,02/09/2016
2957.56,COP,03/09/2016,06/09/2016
2887.64,COP,07/09/2016,07/09/2016
2840.38,COP,08/09/2016,08/09/2016
2846.13,COP,09/09/2016,09/09/2016
2899.29,COP,10/09/2016,12/09/2016
2942.29,COP,13/09/2016,13/09/2016
2976.19,COP,14/09/2016,14/09/2016
2972.65,COP,15/09/2016,15/09/2016
2938.50,COP,16/09/2016,16/09/2016
2956.58,COP,17/09/2016,19/09/2016
2928.18,COP,20/09/2016,20/09/2016
2911.11,COP,21/09/2016,21/09/2016
2894.15,COP,22/09/2016,22/09/2016
2862.52,COP,23/09/2016,23/09/2016
2917.95,COP,24/09/2016,26/09/2016
2917.58,COP,27/09/2016,27/09/2016
2921.99,COP,28/09/2016,28/09/2016
2914.11,COP,29/09/2016,29/09/2016
2879.95,COP,30/09/2016,30/09/2016
2880.08,COP,01/10/2016,03/10/2016
2937.23,COP,04/10/2016,04/10/2016
2963.06,COP,05/10/2016,05/10/2016
2964.93,COP,06/10/2016,06/10/2016
2924.80,COP,07/10/2016,07/10/2016
2913.96,COP,08/10/2016,11/10/2016
2919.51,COP,12/10/2016,12/10/2016
2919.18,COP,13/10/2016,13/10/2016
2930.78,COP,14/10/2016,14/10/2016
2915.67,COP,15/10/2016,18/10/2016
2905.93,COP,19/10/2016,19/10/2016
2914.15,COP,20/10/2016,20/10/2016
2934.03,COP,21/10/2016,21/10/2016
2944.25,COP,22/10/2016,24/10/2016
2929.83,COP,25/10/2016,25/10/2016
2941.34,COP,26/10/2016,26/10/2016
2965.18,COP,27/10/2016,27/10/2016
2966.61,COP,28/10/2016,28/10/2016
2967.66,COP,29/10/2016,31/10/2016
2998.55,COP,01/11/2016,01/11/2016
3026.68,COP,02/11/2016,02/11/2016
3070.54,COP,03/11/2016,03/11/2016
3071.12,COP,04/11/2016,04/11/2016
3070.40,COP,05/11/2016,08/11/2016
2984.78,COP,09/11/2016,09/11/2016
3012.12,COP,10/11/2016,10/11/2016
3100.12,COP,11/11/2016,15/11/2016
3124.91,COP,16/11/2016,16/11/2016
3131.11,COP,17/11/2016,17/11/2016
3135.65,COP,18/11/2016,18/11/2016
3163.49,COP,19/11/2016,21/11/2016
3144.72,COP,22/11/2016,22/11/2016
3139.76,COP,23/11/2016,23/11/2016
3187.97,COP,24/11/2016,25/11/2016
3170.64,COP,26/11/2016,28/11/2016
3142.20,COP,29/11/2016,29/11/2016
3165.09,COP,30/11/2016,30/11/2016
1332.78,COP,24/01/1998,26/01/1998
1336.38,COP,27/01/1998,27/01/1998
1337.30,COP,28/01/1998,28/01/1998
1339.57,COP,29/01/1998,29/01/1998
1341.85,COP,30/01/1998,30/01/1998
1342.00,COP,31/01/1998,02/02/1998
1343.90,COP,03/02/1998,03/02/1998
1345.01,COP,04/02/1998,04/02/1998
1345.46,COP,05/02/1998,05/02/1998
1346.09,COP,06/02/1998,06/02/1998
1346.42,COP,07/02/1998,09/02/1998
1347.72,COP,10/02/1998,10/02/1998
1348.23,COP,11/02/1998,11/02/1998
1348.86,COP,12/02/1998,12/02/1998
1349.34,COP,13/02/1998,13/02/1998
1349.54,COP,14/02/1998,16/02/1998
1350.97,COP,17/02/1998,17/02/1998
1350.23,COP,18/02/1998,18/02/1998
1349.95,COP,19/02/1998,19/02/1998
1350.10,COP,20/02/1998,20/02/1998
1347.94,COP,21/02/1998,23/02/1998
1388.04,COP,13/05/1998,13/05/1998
1387.15,COP,14/05/1998,14/05/1998
1384.97,COP,15/05/1998,15/05/1998
1383.31,COP,16/05/1998,18/05/1998
1387.26,COP,19/05/1998,19/05/1998
1390.89,COP,20/05/1998,20/05/1998
1392.18,COP,21/05/1998,21/05/1998
1393.62,COP,22/05/1998,22/05/1998
1394.33,COP,23/05/1998,26/05/1998
1396.51,COP,27/05/1998,27/05/1998
1397.12,COP,28/05/1998,28/05/1998
1396.69,COP,29/05/1998,29/05/1998
1397.07,COP,30/05/1998,01/06/1998
1398.53,COP,02/06/1998,02/06/1998
1399.56,COP,03/06/1998,03/06/1998
1399.02,COP,04/06/1998,04/06/1998
1397.63,COP,05/06/1998,05/06/1998
1387.12,COP,06/06/1998,08/06/1998
1386.53,COP,09/06/1998,09/06/1998
1376.25,COP,10/06/1998,10/06/1998
1383.23,COP,11/06/1998,11/06/1998
2332.47,COP,29/04/2009,29/04/2009
2289.73,COP,30/04/2009,30/04/2009
2288.64,COP,01/05/2009,04/05/2009
2272.55,COP,05/05/2009,05/05/2009
2256.99,COP,06/05/2009,06/05/2009
2233.50,COP,07/05/2009,07/05/2009
2208.98,COP,08/05/2009,08/05/2009
2210.35,COP,09/05/2009,11/05/2009
2220.92,COP,12/05/2009,12/05/2009
2221.40,COP,13/05/2009,13/05/2009
2257.36,COP,14/05/2009,14/05/2009
2251.53,COP,15/05/2009,15/05/2009
2252.80,COP,16/05/2009,18/05/2009
2255.22,COP,19/05/2009,19/05/2009
2221.27,COP,20/05/2009,20/05/2009
2196.21,COP,21/05/2009,21/05/2009
2206.60,COP,22/05/2009,22/05/2009
2201.44,COP,23/05/2009,26/05/2009
2213.89,COP,27/05/2009,27/05/2009
2208.89,COP,28/05/2009,28/05/2009
2190.45,COP,29/05/2009,29/05/2009
2140.66,COP,30/05/2009,01/06/2009
2109.42,COP,02/06/2009,02/06/2009
2077.02,COP,03/06/2009,03/06/2009
2073.55,COP,04/06/2009,04/06/2009
2072.00,COP,05/06/2009,05/06/2009
2063.10,COP,06/06/2009,08/06/2009
2091.10,COP,09/06/2009,09/06/2009
